millesime,region,couleur,format,per,quantite,vin,prix_unitaire,negociant,date,vin_clean
2016,Bordeaux,red,75cl,3,1,Le Pin Pomerol,2433.33,goedhuis_waddesdon,20250608,Le Pin
2020,Bordeaux,red,75cl,1,1,Le Pin Pomerol,2200.0,goedhuis_waddesdon,20250608,Le Pin
2021,Bordeaux,red,75cl,1,2,Le Pin Pomerol,1900.0,goedhuis_waddesdon,20250608,Le Pin
2021,Bordeaux,red,150cl,1,1,Le Pin Pomerol,3850.0,goedhuis_waddesdon,20250608,Le Pin
2020,Bordeaux,red,150cl,1,2,Le Pin,8096.0,grand_wine_merchant,20250608,Le Pin
2020,Bordeaux,red,300cl,1,2,Le Pin,18901.0,grand_wine_merchant,20250608,Le Pin
2019,Bordeaux,red,300cl,1,1,Le Pin,21360.0,grand_wine_merchant,20250608,Le Pin
2018,Bordeaux,red,150cl,1,1,Le Pin,7570.0,grand_wine_merchant,20250608,Le Pin
2018,Bordeaux,red,300cl,1,1,Le Pin,21360.0,grand_wine_merchant,20250608,Le Pin
1994,Bordeaux,red,600cl,1,1,Le Pin,19750.0,hedonism_wines,20250608,Le Pin
2000,Bordeaux,red,75cl,1,1,Le Pin,2500.0,hedonism_wines,20250608,Le Pin
2008,Bordeaux,red,300cl,1,1,Le Pin,11666.67,hedonism_wines,20250608,Le Pin
1990,Bordeaux,red,75cl,1,3,Le Pin,3958.33,hedonism_wines,20250608,Le Pin
2006,Bordeaux,red,75cl,1,5,Le Pin,2291.67,hedonism_wines,20250608,Le Pin
2010,Bordeaux,red,75cl,1,2,Le Pin,3958.33,hedonism_wines,20250608,Le Pin
2007,Bordeaux,red,75cl,6,1,Le Pin,1840.0,ig_wines,20250608,Le Pin
2011,Bordeaux,red,75cl,6,1,Le Pin,1840.0,ig_wines,20250608,Le Pin
2012,Bordeaux,red,75cl,3,1,Le Pin,1928.67,ig_wines,20250608,Le Pin
2014,Bordeaux,red,75cl,6,1,Le Pin,1925.33,ig_wines,20250608,Le Pin
2015,Bordeaux,red,75cl,3,1,Le Pin,2578.33,ig_wines,20250608,Le Pin
2017,Bordeaux,red,150cl,3,1,Le Pin,3588.67,ig_wines,20250608,Le Pin
2019,Bordeaux,red,150cl,1,1,Le Pin,4002.0,ig_wines,20250608,Le Pin
2021,Bordeaux,red,75cl,1,1,Le Pin,1986.0,ig_wines,20250608,Le Pin
2021,Bordeaux,red,75cl,6,2,Le Pin,2141.0,ig_wines,20250608,Le Pin
2022,Bordeaux,red,75cl,1,1,Le Pin,2336.0,ig_wines,20250608,Le Pin
2024,Bordeaux,red,75cl,1,4,Chateau Le Pin,1800.0,jeroboams,20250608,Le Pin
2010,Bordeaux,red,75cl,6,1,"Le Pin, Pomerol",3360.0,justerini,20250608,Le Pin
2010,Bordeaux,red,75cl,6,1,"Le Pin, Pomerol",4033.0,justerini,20250608,Le Pin
2018,Bordeaux,red,150cl,1,1,"Le Pin, Pomerol",5900.0,justerini,20250608,Le Pin
2021,Bordeaux,red,75cl,1,1,"Le Pin, Pomerol",2200.0,justerini,20250608,Le Pin
2024,Bordeaux,red,75cl,1,5,"Le Pin, Pomerol",1700.0,justerini,20250608,Le Pin
2024,Bordeaux,red,150cl,1,5,"Le Pin, Pomerol",3405.0,justerini,20250608,Le Pin
2024,Bordeaux,red,75cl,3,5,"Le Pin, Pomerol",1700.0,justerini,20250608,Le Pin
2024,Bordeaux,red,300cl,1,5,"Le Pin, Pomerol",6845.0,justerini,20250608,Le Pin
2016,bordeaux,red,75cl,6,1,Le Pin,2332.5,uncorked,20250608,Le Pin
2009,bordeaux,red,75cl,6,2,Le Pin,5500.0,vinquinn,20250608,Le Pin
1999,Bordeaux,red,75cl,6,1,Le Pin,2283.33,wilkinson,20250608,Le Pin
2002,Bordeaux,red,75cl,6,2,Le Pin,2166.67,wilkinson,20250608,Le Pin
2004,Bordeaux,red,75cl,3,2,Le Pin,1900.0,wilkinson,20250608,Le Pin
2004,Bordeaux,red,75cl,1,2,Le Pin,1900.0,wilkinson,20250608,Le Pin
2009,Bordeaux,red,300cl,1,1,Le Pin,15000.0,wilkinson,20250608,Le Pin
2011,Bordeaux,red,75cl,6,2,Le Pin,2083.33,wilkinson,20250608,Le Pin
2011,Bordeaux,red,75cl,3,1,Le Pin,2083.33,wilkinson,20250608,Le Pin
2012,Bordeaux,red,75cl,6,1,Le Pin,2083.33,wilkinson,20250608,Le Pin
2012,Bordeaux,red,300cl,1,1,Le Pin,9000.0,wilkinson,20250608,Le Pin
2014,Bordeaux,red,75cl,3,1,Le Pin,2333.33,wilkinson,20250608,Le Pin
2018,Bordeaux,red,75cl,1,2,Le Pin,2500.0,wilkinson,20250608,Le Pin
2019, Bordeaux,red,75cl,3.0,1,Le Pin (Pomerol),2100.0,albany_vintners,20250609,Le Pin
2012, Bordeaux,red,75cl,6.0,1,Le Pin (Pomerol),1966.67,albany_vintners,20250609,Le Pin
2011, Bordeaux,red,75cl,3.0,1,Le Pin (Pomerol),1750.0,albany_vintners,20250609,Le Pin
2011, Bordeaux,red,75cl,6.0,1,Le Pin (Pomerol),1750.0,albany_vintners,20250609,Le Pin
2000, Bordeaux,red,75cl,6.0,1,Le Pin (Pomerol),3466.67,albany_vintners,20250609,Le Pin
2016,Bordeaux,red,75cl,6,1.0,Le Pin,2416.67,appellations_uk,20250609,Le Pin
2017,Bordeaux,red,75cl,3,1.0,Le Pin,1833.33,appellations_uk,20250609,Le Pin
2018,Bordeaux,red,75cl,3,1.0,Le Pin,2166.67,appellations_uk,20250609,Le Pin
2019,Bordeaux,red,300cl,1,1.0,Le Pin,15000.0,appellations_uk,20250609,Le Pin
2020,Bordeaux,red,300cl,1,1.0,Le Pin,16500.0,appellations_uk,20250609,Le Pin
2000,Bordeaux,red,75cl,6,5,Le Pin,4000.0,berry_bros,20250609,Le Pin
2005,Bordeaux,red,300cl,1,2,Le Pin,12000.0,berry_bros,20250609,Le Pin
2005,Bordeaux,red,75cl,6,14,Le Pin,2208.33,berry_bros,20250609,Le Pin
2005,Bordeaux,red,75cl,6,2,Le Pin,2208.33,berry_bros,20250609,Le Pin
2005,Bordeaux,red,75cl,6,2,Le Pin,2166.67,berry_bros,20250609,Le Pin
2007,Bordeaux,red,75cl,6,13,Le Pin,1583.33,berry_bros,20250609,Le Pin
2007,Bordeaux,red,75cl,6,6,Le Pin,1583.33,berry_bros,20250609,Le Pin
2009,Bordeaux,red,75cl,6,1,Le Pin,3833.33,berry_bros,20250609,Le Pin
2011,Bordeaux,red,75cl,6,1,Le Pin,2083.33,berry_bros,20250609,Le Pin
2011,Bordeaux,red,75cl,6,2,Le Pin,1998.33,berry_bros,20250609,Le Pin
2014,Bordeaux,red,75cl,3,1,Le Pin,1916.67,berry_bros,20250609,Le Pin
2018,Bordeaux,red,75cl,3,1,Le Pin,2150.0,berry_bros,20250609,Le Pin
2018,Bordeaux,red,75cl,3,1,Le Pin,1833.33,berry_bros,20250609,Le Pin
2018,Bordeaux,red,150cl,1,1,Le Pin,5900.0,berry_bros,20250609,Le Pin
2019,Bordeaux,red,75cl,3,1,Le Pin,1983.33,berry_bros,20250609,Le Pin
2019,Bordeaux,red,75cl,1,1,Le Pin,2000.0,berry_bros,20250609,Le Pin
2019,Bordeaux,red,75cl,1,1,Le Pin,3000.0,berry_bros,20250609,Le Pin
2019,Bordeaux,red,150cl,1,1,Le Pin,4600.0,berry_bros,20250609,Le Pin
2019,Bordeaux,red,150cl,1,1,Le Pin,4100.0,berry_bros,20250609,Le Pin
2019,Bordeaux,red,75cl,1,3,Le Pin,2400.0,berry_bros,20250609,Le Pin
2020,Bordeaux,red,75cl,1,1,Le Pin,2390.0,berry_bros,20250609,Le Pin
2020,Bordeaux,red,75cl,1,1,Le Pin,2688.0,berry_bros,20250609,Le Pin
2020,Bordeaux,red,75cl,3,1,Le Pin,2366.67,berry_bros,20250609,Le Pin
2020,Bordeaux,red,75cl,3,1,Le Pin,2399.67,berry_bros,20250609,Le Pin
2021,Bordeaux,red,75cl,1,1,Le Pin,2390.0,berry_bros,20250609,Le Pin
2019,Bordeaux,red,75cl,1,1,Le Pin,2000.0,bordeaux_farr_vintners,20250609,Le Pin
2018,Bordeaux,red,75cl,1,1,Le Pin,1750.0,bordeaux_farr_vintners,20250609,Le Pin
2017,Bordeaux,red,75cl,1,3,Le Pin,1700.0,bordeaux_farr_vintners,20250609,Le Pin
2016,Bordeaux,red,75cl,1,2,Le Pin,2166.67,bordeaux_farr_vintners,20250609,Le Pin
2014,Bordeaux,red,75cl,1,1,Le Pin,1800.0,bordeaux_farr_vintners,20250609,Le Pin
2012,Bordeaux,red,75cl,1,1,Le Pin,1833.33,bordeaux_farr_vintners,20250609,Le Pin
1983,Bordeaux,red,150cl,1,1,Le Pin,4500.0,bordeaux_farr_vintners,20250609,Le Pin
2005,Bordeaux,red,75cl,1,1,Le Pin,2825.0,brunswick,20250609,Le Pin
2009,Bordeaux,red,75cl,6,1,Le Pin,3325.0,brunswick,20250609,Le Pin
2012,Bordeaux,red,75cl,6,1,Le Pin,1983.33,brunswick,20250609,Le Pin
2012,Bordeaux,red,75cl,3,3,Le Pin,1983.33,brunswick,20250609,Le Pin
2015,Bordeaux,red,75cl,3,1,Le Pin,2950.0,brunswick,20250609,Le Pin
2016,Bordeaux,red,75cl,3,1,Le Pin,2486.67,brunswick,20250609,Le Pin
2017,Bordeaux,red,150cl,1,1,Le Pin,4375.0,brunswick,20250609,Le Pin
2020,Bordeaux,red,75cl,1,3,Pin,3149.0,crsfw,20250609,Le Pin
2020,Bordeaux,red,75cl,3,1,Pin,3195.0,crsfw,20250609,Le Pin
2021,Bordeaux,red,75cl,1,4,Pin,2760.0,crsfw,20250609,Le Pin
2019,Bordeaux,red,75cl,1,1,Pin,3170.0,crsfw,20250609,Le Pin
2019,Bordeaux,red,75cl,6,1,Pin,3289.0,crsfw,20250609,Le Pin
2019,Bordeaux,red,75cl,3,2,Pomerol  - Le Pin,2280.0,crsfw,20250609,Le Pin
2018,Bordeaux,red,75cl,1,2,Pin,2725.0,crsfw,20250609,Le Pin
2016,Bordeaux,red,75cl,1,1,Pin,3074.0,crsfw,20250609,Le Pin
2001,Bordeaux,red,75cl,1,4,Pin,5137.0,crsfw,20250609,Le Pin
2007,Bordeaux,red,75cl,6,1,Pin,2975.67,crsfw,20250609,Le Pin
2014,Bordeaux,red,75cl,1,3,Pin,2719.0,crsfw,20250609,Le Pin
2014,Bordeaux,red,75cl,3,1,Pin,2543.67,crsfw,20250609,Le Pin
2005,Bordeaux,red,300cl,1,2,Pin,18664.0,crsfw,20250609,Le Pin
2004,Bordeaux,red,75cl,6,4,Pin,2718.17,crsfw,20250609,Le Pin
2015,Bordeaux,red,75cl,1,1,Pin,2927.0,crsfw,20250609,Le Pin
1990,Bordeaux,red,75cl,1,3,Pin,3454.0,crsfw,20250609,Le Pin
2011,Bordeaux,red,75cl,1,7,Pin,2068.0,crsfw,20250609,Le Pin
2011,Bordeaux,red,150cl,1,1,Pin,5952.0,crsfw,20250609,Le Pin
2011,Bordeaux,red,75cl,3,1,Pin,2437.67,crsfw,20250609,Le Pin
2011,Bordeaux,red,75cl,6,2,Pin,2271.0,crsfw,20250609,Le Pin
1996,Bordeaux,red,75cl,1,2,Pin,2350.0,crsfw,20250609,Le Pin
1999,Bordeaux,red,75cl,6,1,Pin,2671.5,crsfw,20250609,Le Pin
2012,Bordeaux,red,75cl,3,1,Pin,2897.67,crsfw,20250609,Le Pin
2012,Bordeaux,red,300cl,1,1,Pin,9810.0,crsfw,20250609,Le Pin
2012,Bordeaux,red,75cl,6,1,Pin,2271.0,crsfw,20250609,Le Pin
2009,Bordeaux,red,75cl,1,2,Pin,3563.0,crsfw,20250609,Le Pin
2009,Bordeaux,red,300cl,1,1,Pin,16351.0,crsfw,20250609,Le Pin
1995,Bordeaux,red,75cl,1,2,Pin,2968.0,crsfw,20250609,Le Pin
1994,Bordeaux,red,75cl,1,1,Pin,1843.0,crsfw,20250609,Le Pin
2014,Bordeaux,red,75cl,1,1,Le Pin,1913.0,cru_wine,20250609,Le Pin
2018,Bordeaux,red,75cl,6,2,Le Pin,3833.33,cru_wine,20250609,Le Pin
2019,Bordeaux,red,75cl,1,6,Le Pin,3335.0,cru_wine,20250609,Le Pin
2006,Bordeaux,red,75cl,6.0,2,Le Pin,2316.67,fine_+_rare,20250609,Le Pin
2019,Bordeaux,red,75cl,3.0,1,Le Pin,3008.33,fine_+_rare,20250609,Le Pin
2022,Bordeaux,red,75cl,3.0,1,Le Pin,3629.33,fine_+_rare,20250609,Le Pin
2022,Bordeaux,red,75cl,1.0,2,Le Pin,3629.0,fine_+_rare,20250609,Le Pin
2008,Bordeaux,red,75cl,6.0,1,Le Pin,2200.0,fine_+_rare,20250609,Le Pin
2015,Bordeaux,red,75cl,3.0,1,Le Pin,2611.67,fine_+_rare,20250609,Le Pin
2007,Bordeaux,red,75cl,6,1,Le Pin Pomerol,1750.0,goedhuis_waddesdon,20250609,Le Pin
2008,Bordeaux,red,150cl,3,1,Le Pin Pomerol,4672.65,goedhuis_waddesdon,20250609,Le Pin
2011,Bordeaux,red,75cl,3,2,Le Pin Pomerol,1996.67,goedhuis_waddesdon,20250609,Le Pin
2011,Bordeaux,red,75cl,6,1,Le Pin Pomerol,1750.0,goedhuis_waddesdon,20250609,Le Pin
2016,Bordeaux,red,75cl,3,1,Le Pin Pomerol,2433.33,goedhuis_waddesdon,20250609,Le Pin
2020,Bordeaux,red,75cl,1,1,Le Pin Pomerol,2200.0,goedhuis_waddesdon,20250609,Le Pin
2021,Bordeaux,red,75cl,1,2,Le Pin Pomerol,1900.0,goedhuis_waddesdon,20250609,Le Pin
2021,Bordeaux,red,150cl,1,1,Le Pin Pomerol,3850.0,goedhuis_waddesdon,20250609,Le Pin
2020,Bordeaux,red,150cl,1,2,Le Pin,8096.0,grand_wine_merchant,20250609,Le Pin
2020,Bordeaux,red,300cl,1,2,Le Pin,18901.0,grand_wine_merchant,20250609,Le Pin
2019,Bordeaux,red,300cl,1,1,Le Pin,21360.0,grand_wine_merchant,20250609,Le Pin
2018,Bordeaux,red,150cl,1,1,Le Pin,7570.0,grand_wine_merchant,20250609,Le Pin
2018,Bordeaux,red,300cl,1,1,Le Pin,21360.0,grand_wine_merchant,20250609,Le Pin
1994,Bordeaux,red,600cl,1,1,Le Pin,19750.0,hedonism_wines,20250609,Le Pin
2000,Bordeaux,red,75cl,1,1,Le Pin,2500.0,hedonism_wines,20250609,Le Pin
2008,Bordeaux,red,300cl,1,1,Le Pin,11666.67,hedonism_wines,20250609,Le Pin
1990,Bordeaux,red,75cl,1,3,Le Pin,3958.33,hedonism_wines,20250609,Le Pin
2006,Bordeaux,red,75cl,1,5,Le Pin,2291.67,hedonism_wines,20250609,Le Pin
2010,Bordeaux,red,75cl,1,2,Le Pin,3958.33,hedonism_wines,20250609,Le Pin
2005,Bordeaux,red,75cl,6,1,Le Pin,2382.5,ig_wines,20250609,Le Pin
2007,Bordeaux,red,75cl,6,1,Le Pin,1840.0,ig_wines,20250609,Le Pin
2011,Bordeaux,red,75cl,6,1,Le Pin,1840.0,ig_wines,20250609,Le Pin
2012,Bordeaux,red,75cl,3,1,Le Pin,1928.67,ig_wines,20250609,Le Pin
2014,Bordeaux,red,75cl,6,1,Le Pin,1925.33,ig_wines,20250609,Le Pin
2015,Bordeaux,red,75cl,3,1,Le Pin,2578.33,ig_wines,20250609,Le Pin
2017,Bordeaux,red,150cl,3,1,Le Pin,3588.67,ig_wines,20250609,Le Pin
2019,Bordeaux,red,150cl,1,1,Le Pin,4002.0,ig_wines,20250609,Le Pin
2021,Bordeaux,red,75cl,1,1,Le Pin,1986.0,ig_wines,20250609,Le Pin
2021,Bordeaux,red,75cl,6,2,Le Pin,2141.0,ig_wines,20250609,Le Pin
2022,Bordeaux,red,75cl,1,1,Le Pin,2336.0,ig_wines,20250609,Le Pin
2024,Bordeaux,red,75cl,1,4,Chateau Le Pin,1800.0,jeroboams,20250609,Le Pin
2010,Bordeaux,red,75cl,6,1,"Le Pin, Pomerol",3360.0,justerini,20250609,Le Pin
2010,Bordeaux,red,75cl,6,1,"Le Pin, Pomerol",4033.0,justerini,20250609,Le Pin
2018,Bordeaux,red,150cl,1,1,"Le Pin, Pomerol",5900.0,justerini,20250609,Le Pin
2021,Bordeaux,red,75cl,1,1,"Le Pin, Pomerol",2200.0,justerini,20250609,Le Pin
2024,Bordeaux,red,75cl,1,5,"Le Pin, Pomerol",1700.0,justerini,20250609,Le Pin
2024,Bordeaux,red,150cl,1,5,"Le Pin, Pomerol",3405.0,justerini,20250609,Le Pin
2024,Bordeaux,red,75cl,3,5,"Le Pin, Pomerol",1700.0,justerini,20250609,Le Pin
2024,Bordeaux,red,300cl,1,5,"Le Pin, Pomerol",6845.0,justerini,20250609,Le Pin
2016,bordeaux,red,75cl,6,1,Le Pin,2332.5,uncorked,20250609,Le Pin
2009,bordeaux,red,75cl,6,2,Le Pin,5500.0,vinquinn,20250609,Le Pin
1999,Bordeaux,red,75cl,6,1,Le Pin,2283.33,wilkinson,20250609,Le Pin
2002,Bordeaux,red,75cl,6,2,Le Pin,2166.67,wilkinson,20250609,Le Pin
2004,Bordeaux,red,75cl,3,2,Le Pin,1900.0,wilkinson,20250609,Le Pin
2004,Bordeaux,red,75cl,1,2,Le Pin,1900.0,wilkinson,20250609,Le Pin
2009,Bordeaux,red,300cl,1,1,Le Pin,15000.0,wilkinson,20250609,Le Pin
2011,Bordeaux,red,75cl,6,2,Le Pin,2083.33,wilkinson,20250609,Le Pin
2011,Bordeaux,red,75cl,3,1,Le Pin,2083.33,wilkinson,20250609,Le Pin
2012,Bordeaux,red,75cl,6,1,Le Pin,2083.33,wilkinson,20250609,Le Pin
2012,Bordeaux,red,300cl,1,1,Le Pin,9000.0,wilkinson,20250609,Le Pin
2014,Bordeaux,red,75cl,3,1,Le Pin,2333.33,wilkinson,20250609,Le Pin
2018,Bordeaux,red,75cl,1,2,Le Pin,2500.0,wilkinson,20250609,Le Pin
2019, Bordeaux,red,75cl,3.0,1,Le Pin (Pomerol),2100.0,albany_vintners,20250610,Le Pin
2012, Bordeaux,red,75cl,6.0,1,Le Pin (Pomerol),1966.67,albany_vintners,20250610,Le Pin
2011, Bordeaux,red,75cl,3.0,1,Le Pin (Pomerol),1750.0,albany_vintners,20250610,Le Pin
2011, Bordeaux,red,75cl,6.0,1,Le Pin (Pomerol),1750.0,albany_vintners,20250610,Le Pin
2000, Bordeaux,red,75cl,6.0,1,Le Pin (Pomerol),3466.67,albany_vintners,20250610,Le Pin
2016,Bordeaux,red,75cl,6,1.0,Le Pin,2416.67,appellations_uk,20250610,Le Pin
2017,Bordeaux,red,75cl,3,1.0,Le Pin,1833.33,appellations_uk,20250610,Le Pin
2018,Bordeaux,red,75cl,3,1.0,Le Pin,2166.67,appellations_uk,20250610,Le Pin
2019,Bordeaux,red,300cl,1,1.0,Le Pin,15000.0,appellations_uk,20250610,Le Pin
2020,Bordeaux,red,300cl,1,1.0,Le Pin,16500.0,appellations_uk,20250610,Le Pin
2000,Bordeaux,red,75cl,6,5,Le Pin,4000.0,berry_bros,20250610,Le Pin
2005,Bordeaux,red,300cl,1,2,Le Pin,12000.0,berry_bros,20250610,Le Pin
2005,Bordeaux,red,75cl,6,14,Le Pin,2208.33,berry_bros,20250610,Le Pin
2005,Bordeaux,red,75cl,6,2,Le Pin,2125.0,berry_bros,20250610,Le Pin
2005,Bordeaux,red,75cl,6,2,Le Pin,2125.0,berry_bros,20250610,Le Pin
2007,Bordeaux,red,75cl,6,13,Le Pin,1583.33,berry_bros,20250610,Le Pin
2007,Bordeaux,red,75cl,6,6,Le Pin,1583.33,berry_bros,20250610,Le Pin
2009,Bordeaux,red,75cl,6,1,Le Pin,3833.33,berry_bros,20250610,Le Pin
2011,Bordeaux,red,75cl,6,1,Le Pin,2083.33,berry_bros,20250610,Le Pin
2011,Bordeaux,red,75cl,6,2,Le Pin,1998.33,berry_bros,20250610,Le Pin
2014,Bordeaux,red,75cl,3,1,Le Pin,1916.67,berry_bros,20250610,Le Pin
2018,Bordeaux,red,75cl,3,1,Le Pin,2150.0,berry_bros,20250610,Le Pin
2018,Bordeaux,red,75cl,3,1,Le Pin,1833.33,berry_bros,20250610,Le Pin
2018,Bordeaux,red,150cl,1,1,Le Pin,5900.0,berry_bros,20250610,Le Pin
2019,Bordeaux,red,75cl,3,1,Le Pin,1983.33,berry_bros,20250610,Le Pin
2019,Bordeaux,red,75cl,1,1,Le Pin,2000.0,berry_bros,20250610,Le Pin
2019,Bordeaux,red,75cl,1,1,Le Pin,3000.0,berry_bros,20250610,Le Pin
2019,Bordeaux,red,150cl,1,1,Le Pin,4600.0,berry_bros,20250610,Le Pin
2019,Bordeaux,red,150cl,1,1,Le Pin,4100.0,berry_bros,20250610,Le Pin
2019,Bordeaux,red,75cl,1,3,Le Pin,2400.0,berry_bros,20250610,Le Pin
2020,Bordeaux,red,75cl,1,1,Le Pin,2390.0,berry_bros,20250610,Le Pin
2020,Bordeaux,red,75cl,1,1,Le Pin,2688.0,berry_bros,20250610,Le Pin
2020,Bordeaux,red,75cl,3,1,Le Pin,2366.67,berry_bros,20250610,Le Pin
2020,Bordeaux,red,75cl,3,1,Le Pin,2399.67,berry_bros,20250610,Le Pin
2021,Bordeaux,red,75cl,1,1,Le Pin,2390.0,berry_bros,20250610,Le Pin
2019,Bordeaux,red,75cl,1,1,Le Pin,2000.0,bordeaux_farr_vintners,20250610,Le Pin
2018,Bordeaux,red,75cl,1,1,Le Pin,1750.0,bordeaux_farr_vintners,20250610,Le Pin
2017,Bordeaux,red,75cl,1,3,Le Pin,1700.0,bordeaux_farr_vintners,20250610,Le Pin
2016,Bordeaux,red,75cl,1,2,Le Pin,2166.67,bordeaux_farr_vintners,20250610,Le Pin
2014,Bordeaux,red,75cl,1,1,Le Pin,1800.0,bordeaux_farr_vintners,20250610,Le Pin
2012,Bordeaux,red,75cl,1,1,Le Pin,1833.33,bordeaux_farr_vintners,20250610,Le Pin
1983,Bordeaux,red,150cl,1,1,Le Pin,4500.0,bordeaux_farr_vintners,20250610,Le Pin
2005,Bordeaux,red,75cl,1,1,Le Pin,2825.0,brunswick,20250610,Le Pin
2009,Bordeaux,red,75cl,6,1,Le Pin,3325.0,brunswick,20250610,Le Pin
2012,Bordeaux,red,75cl,3,3,Le Pin,1983.33,brunswick,20250610,Le Pin
2012,Bordeaux,red,75cl,6,1,Le Pin,1983.33,brunswick,20250610,Le Pin
2015,Bordeaux,red,75cl,3,1,Le Pin,2950.0,brunswick,20250610,Le Pin
2016,Bordeaux,red,75cl,3,1,Le Pin,2486.67,brunswick,20250610,Le Pin
2017,Bordeaux,red,150cl,1,1,Le Pin,4375.0,brunswick,20250610,Le Pin
2020,Bordeaux,red,75cl,1,3,Pin,3149.0,crsfw,20250610,Le Pin
2020,Bordeaux,red,75cl,3,1,Pin,3195.0,crsfw,20250610,Le Pin
2021,Bordeaux,red,75cl,1,4,Pin,2760.0,crsfw,20250610,Le Pin
2019,Bordeaux,red,75cl,1,1,Pin,3170.0,crsfw,20250610,Le Pin
2019,Bordeaux,red,75cl,6,1,Pin,3289.0,crsfw,20250610,Le Pin
2019,Bordeaux,red,75cl,3,2,Pomerol  - Le Pin,2280.0,crsfw,20250610,Le Pin
2010,Bordeaux,red,75cl,1,1,Pin,4041.0,crsfw,20250610,Le Pin
2010,Bordeaux,red,150cl,1,1,Pin,8015.0,crsfw,20250610,Le Pin
2018,Bordeaux,red,75cl,1,2,Pin,2725.0,crsfw,20250610,Le Pin
2016,Bordeaux,red,75cl,1,1,Pin,3074.0,crsfw,20250610,Le Pin
2001,Bordeaux,red,75cl,1,4,Pin,5137.0,crsfw,20250610,Le Pin
2007,Bordeaux,red,75cl,6,1,Pin,2975.67,crsfw,20250610,Le Pin
2014,Bordeaux,red,75cl,1,3,Pin,2719.0,crsfw,20250610,Le Pin
2014,Bordeaux,red,75cl,3,1,Pin,2543.67,crsfw,20250610,Le Pin
2005,Bordeaux,red,300cl,1,2,Pin,18664.0,crsfw,20250610,Le Pin
2004,Bordeaux,red,75cl,6,4,Pin,2718.17,crsfw,20250610,Le Pin
2015,Bordeaux,red,75cl,1,1,Pin,2927.0,crsfw,20250610,Le Pin
2006,Bordeaux,red,75cl,1,1,Pin,2766.0,crsfw,20250610,Le Pin
2008,Bordeaux,red,75cl,6,2,Pin,3205.5,crsfw,20250610,Le Pin
1990,Bordeaux,red,75cl,1,3,Pin,3454.0,crsfw,20250610,Le Pin
1989,Bordeaux,red,75cl,1,1,Pin,3634.0,crsfw,20250610,Le Pin
2011,Bordeaux,red,75cl,1,7,Pin,2068.0,crsfw,20250610,Le Pin
2011,Bordeaux,red,150cl,1,1,Pin,5952.0,crsfw,20250610,Le Pin
2011,Bordeaux,red,75cl,3,1,Pin,2437.67,crsfw,20250610,Le Pin
2011,Bordeaux,red,75cl,6,2,Pin,2271.0,crsfw,20250610,Le Pin
2012,Bordeaux,red,75cl,3,1,Pin,2897.67,crsfw,20250610,Le Pin
2012,Bordeaux,red,300cl,1,1,Pin,9810.0,crsfw,20250610,Le Pin
2012,Bordeaux,red,75cl,6,1,Pin,2271.0,crsfw,20250610,Le Pin
1995,Bordeaux,red,75cl,1,2,Pin,2968.0,crsfw,20250610,Le Pin
1994,Bordeaux,red,75cl,1,1,Pin,1843.0,crsfw,20250610,Le Pin
2014,Bordeaux,red,75cl,1,1,Le Pin,1913.0,cru_wine,20250610,Le Pin
2018,Bordeaux,red,75cl,6,2,Le Pin,3833.33,cru_wine,20250610,Le Pin
2019,Bordeaux,red,75cl,1,6,Le Pin,3335.0,cru_wine,20250610,Le Pin
2008,Bordeaux,red,75cl,6.0,1,Le Pin,2200.0,fine_+_rare,20250610,Le Pin
2015,Bordeaux,red,75cl,3.0,1,Le Pin,2611.67,fine_+_rare,20250610,Le Pin
2022,Bordeaux,red,75cl,3.0,1,Le Pin,3629.33,fine_+_rare,20250610,Le Pin
2022,Bordeaux,red,75cl,1.0,2,Le Pin,3629.0,fine_+_rare,20250610,Le Pin
2019,Bordeaux,red,75cl,3.0,1,Le Pin,3008.33,fine_+_rare,20250610,Le Pin
2006,Bordeaux,red,75cl,6.0,2,Le Pin,2316.67,fine_+_rare,20250610,Le Pin
2007,Bordeaux,red,75cl,6,1,Le Pin Pomerol,1750.0,goedhuis_waddesdon,20250610,Le Pin
2008,Bordeaux,red,150cl,3,1,Le Pin Pomerol,4672.65,goedhuis_waddesdon,20250610,Le Pin
2011,Bordeaux,red,75cl,3,2,Le Pin Pomerol,1996.67,goedhuis_waddesdon,20250610,Le Pin
2011,Bordeaux,red,75cl,6,1,Le Pin Pomerol,1750.0,goedhuis_waddesdon,20250610,Le Pin
2016,Bordeaux,red,75cl,3,1,Le Pin Pomerol,2433.33,goedhuis_waddesdon,20250610,Le Pin
2020,Bordeaux,red,75cl,1,1,Le Pin Pomerol,2200.0,goedhuis_waddesdon,20250610,Le Pin
2021,Bordeaux,red,75cl,1,2,Le Pin Pomerol,1900.0,goedhuis_waddesdon,20250610,Le Pin
2021,Bordeaux,red,150cl,1,1,Le Pin Pomerol,3850.0,goedhuis_waddesdon,20250610,Le Pin
2020,Bordeaux,red,150cl,1,2,Le Pin,8096.0,grand_wine_merchant,20250610,Le Pin
2020,Bordeaux,red,300cl,1,2,Le Pin,18901.0,grand_wine_merchant,20250610,Le Pin
2019,Bordeaux,red,300cl,1,1,Le Pin,21360.0,grand_wine_merchant,20250610,Le Pin
2018,Bordeaux,red,150cl,1,1,Le Pin,7570.0,grand_wine_merchant,20250610,Le Pin
